,Date,Rainfall_Terni,Flow_Rate_Lupa,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
117,28/04/2009,2.79,,,,
118,29/04/2009,2.79,,,,
119,30/04/2009,2.79,,,,
120,01/05/2009,1.139,,,,
121,02/05/2009,1.139,,,,
122,03/05/2009,1.139,,,,
123,04/05/2009,1.139,,,,
124,05/05/2009,1.139,,,,
125,06/05/2009,1.139,,,,
126,07/05/2009,1.139,,,,
127,08/05/2009,1.139,,,,
128,09/05/2009,1.139,,,,
129,10/05/2009,1.139,,,,
130,11/05/2009,1.139,,,,
131,12/05/2009,1.139,,,,
132,13/05/2009,1.139,,,,
133,14/05/2009,1.139,,,,
134,15/05/2009,1.139,,,,
135,16/05/2009,1.139,,,,
136,17/05/2009,1.139,,,,
137,18/05/2009,1.139,,,,
138,19/05/2009,1.139,,,,
139,20/05/2009,1.139,,,,
140,21/05/2009,1.139,,,,
141,22/05/2009,1.139,,,,
142,23/05/2009,1.139,,,,
143,24/05/2009,1.139,,,,
144,25/05/2009,1.139,,,,
145,26/05/2009,1.139,,,,
146,27/05/2009,1.139,,,,
147,28/05/2009,1.139,,,,
148,29/05/2009,1.139,,,,
149,30/05/2009,1.139,-157.37,,,
150,31/05/2009,1.139,-156.32,,,
151,01/06/2009,3.062,-156.61,,,
152,02/06/2009,3.062,-156.68,,,
153,03/06/2009,3.062,-156.36,,,
154,04/06/2009,3.062,-155.79,,,
155,05/06/2009,3.062,-155.1,,,
156,06/06/2009,3.062,-154.31,,,
157,07/06/2009,3.062,-153.18,,,
158,08/06/2009,3.062,-152.38,,,
159,09/06/2009,3.062,-151.77,,,
160,10/06/2009,3.062,-150.98,,,
161,11/06/2009,3.062,-150.15,,,
162,12/06/2009,3.062,-149.33,,,
163,13/06/2009,3.062,-148.52,,,
164,14/06/2009,3.062,-147.58,,,
165,15/06/2009,3.062,-146.84,,,
166,16/06/2009,3.062,-145.97,,,
167,17/06/2009,3.062,-145.3,,,
168,18/06/2009,3.062,-144.49,,,
169,19/06/2009,3.062,-143.63,,,
170,20/06/2009,3.062,-142.61,,,
171,21/06/2009,3.062,-141.92,,,
172,22/06/2009,3.062,-141.6,,,
173,23/06/2009,3.062,-140.56,,,
174,24/06/2009,3.062,-140.06,,,
175,25/06/2009,3.062,-139.6,,,
176,26/06/2009,3.062,-138.93,,,
177,27/06/2009,3.062,-138.09,,,
178,28/06/2009,3.062,-137.4,,,
179,29/06/2009,3.062,-136.73,,,
180,30/06/2009,3.062,-135.97,,,
181,01/07/2009,1.276,-134.99,,,
182,02/07/2009,1.276,-134.52,,,
183,03/07/2009,1.276,-134.31,,,
184,04/07/2009,1.276,-133.7,,,
185,05/07/2009,1.276,-133.56,,,
186,06/07/2009,1.276,-134.17,,,
187,07/07/2009,1.276,-133.88,,,
188,08/07/2009,1.276,-133.62,,,
189,09/07/2009,1.276,-132.81,,,
190,10/07/2009,1.276,-132.12,,,
191,11/07/2009,1.276,-131.21,,,
192,12/07/2009,1.276,-130.35,,,
193,13/07/2009,1.276,-129.62,,,
194,14/07/2009,1.276,-128.9,,,
195,15/07/2009,1.276,-128.23,,,
196,16/07/2009,1.276,-127.51,,,
197,17/07/2009,1.276,-126.75,,,
198,18/07/2009,1.276,-125.65,,,
199,19/07/2009,1.276,-124.86,,,
200,20/07/2009,1.276,-124.47,,,
201,21/07/2009,1.276,-123.8,,,
202,22/07/2009,1.276,-123.12,,,
203,23/07/2009,1.276,-122.42,,,
204,24/07/2009,1.276,-121.83,,,
205,25/07/2009,1.276,-121.13,,,
206,26/07/2009,1.276,-120.47,,,
207,27/07/2009,1.276,-119.98,,,
208,28/07/2009,1.276,-119.35,,,
209,29/07/2009,1.276,-118.77,,,
210,30/07/2009,1.276,-118.39,,,
211,31/07/2009,1.276,-117.86,,,
212,01/08/2009,0.95,-117.19,,,
213,02/08/2009,0.95,-116.51,,,
214,03/08/2009,0.95,-116.11,,,
215,04/08/2009,0.95,-115.68,,,
216,05/08/2009,0.95,-115.22,,,
217,06/08/2009,0.95,-114.8,,,
218,07/08/2009,0.95,-114.36,,,
219,08/08/2009,0.95,-113.77,,,
220,09/08/2009,0.95,-112.92,,,
221,10/08/2009,0.95,-112.36,,,
222,11/08/2009,0.95,-111.77,,,
223,12/08/2009,0.95,-111.25,,,
224,13/08/2009,0.95,-110.64,,,
225,14/08/2009,0.95,-110.1,,,
226,15/08/2009,0.95,-109.46,,,
227,16/08/2009,0.95,-108.71,,,
228,17/08/2009,0.95,-107.88,,,
229,18/08/2009,0.95,-107.23,,,
230,19/08/2009,0.95,-106.7,,,
231,20/08/2009,0.95,-106.23,,,
232,21/08/2009,0.95,-105.56,,,
233,22/08/2009,0.95,-104.88,,,
234,23/08/2009,0.95,-104.0,,,
235,24/08/2009,0.95,-103.4,,,
236,25/08/2009,0.95,-102.87,,,
237,26/08/2009,0.95,0.0,,,
238,27/08/2009,0.95,-101.85,,,
239,28/08/2009,0.95,-101.28,,,
240,29/08/2009,0.95,-100.72,,,
241,30/08/2009,0.95,-100.16,,,
242,31/08/2009,0.95,-99.62,,,
243,01/09/2009,3.57,-99.14,,,
244,02/09/2009,3.57,-98.7,,,
245,03/09/2009,3.57,-98.18,,,
246,04/09/2009,3.57,-97.78,,,
247,05/09/2009,3.57,-97.08,,,
248,06/09/2009,3.57,-96.35,,,
249,07/09/2009,3.57,-96.17,,,
250,08/09/2009,3.57,-95.81,,,
251,09/09/2009,3.57,-95.43,,,
252,10/09/2009,3.57,-95.1,,,
253,11/09/2009,3.57,-94.68,,,
254,12/09/2009,3.57,-94.12,,,
255,13/09/2009,3.57,-93.47,,,
256,14/09/2009,3.57,-93.25,,,
257,15/09/2009,3.57,-92.9,,,
258,16/09/2009,3.57,-92.81,,,
259,17/09/2009,3.57,-92.68,,,
260,18/09/2009,3.57,-92.27,,,
261,19/09/2009,3.57,-91.81,,,
262,20/09/2009,3.57,-91.25,,,
263,21/09/2009,3.57,-90.81,,,
264,22/09/2009,3.57,-90.66,,,
265,23/09/2009,3.57,-90.23,,,
266,24/09/2009,3.57,-89.8,,,
267,25/09/2009,3.57,-89.33,,,
268,26/09/2009,3.57,-88.59,,,
269,27/09/2009,3.57,-88.07,,,
270,28/09/2009,3.57,-87.86,,,
271,29/09/2009,3.57,-87.42,,,
272,30/09/2009,3.57,-86.99,,,
273,01/10/2009,2.562,-86.53,,,
274,02/10/2009,2.562,-86.12,,,
275,03/10/2009,2.562,-85.54,,,
276,04/10/2009,2.562,-85.02,,,
277,05/10/2009,2.562,-84.83,,,
278,06/10/2009,2.562,-84.47,,,
279,07/10/2009,2.562,-84.05,,,
280,08/10/2009,2.562,-83.63,,,
281,09/10/2009,2.562,-83.22,,,
282,10/10/2009,2.562,-82.13,,,
283,11/10/2009,2.562,-82.19,,,
284,12/10/2009,2.562,-81.5,,,
285,13/10/2009,2.562,-81.57,,,
286,14/10/2009,2.562,-81.43,,,
287,15/10/2009,2.562,-81.33,,,
288,16/10/2009,2.562,-81.25,,,
289,17/10/2009,2.562,-80.88,,,
290,18/10/2009,2.562,-80.42,,,
291,19/10/2009,2.562,-80.13,,,
292,20/10/2009,2.562,-79.83,,,
293,21/10/2009,2.562,-79.4,,,
294,22/10/2009,2.562,-78.43,,,
295,23/10/2009,2.562,-78.25,,,
296,24/10/2009,2.562,-78.02,,,
297,25/10/2009,2.562,-77.39,,,
298,26/10/2009,2.562,-77.02,,,
299,27/10/2009,2.562,,,,
300,28/10/2009,2.562,,,,
301,29/10/2009,2.562,,,,
302,30/10/2009,2.562,,,,
303,31/10/2009,2.562,,,,
304,01/11/2009,4.057,,,,
305,02/11/2009,4.057,,,,
306,03/11/2009,4.057,,,,
307,04/11/2009,4.057,,,,
308,05/11/2009,4.057,,,,
309,06/11/2009,4.057,,,,
310,07/11/2009,4.057,,,,
311,08/11/2009,4.057,,,,
312,09/11/2009,4.057,,,,
313,10/11/2009,4.057,,,,
314,11/11/2009,4.057,,,,
315,12/11/2009,4.057,,,,
316,13/11/2009,4.057,,,,
317,14/11/2009,4.057,,,,
318,15/11/2009,4.057,,,,
319,16/11/2009,4.057,,,,
320,17/11/2009,4.057,,,,
321,18/11/2009,4.057,,,,
322,19/11/2009,4.057,,,,
323,20/11/2009,4.057,,,,
324,21/11/2009,4.057,,,,
325,22/11/2009,4.057,,,,
326,23/11/2009,4.057,,,,
327,24/11/2009,4.057,,,,
328,25/11/2009,4.057,,,,
329,26/11/2009,4.057,,,,
330,27/11/2009,4.057,,,,
331,28/11/2009,4.057,,,,
332,29/11/2009,4.057,,,,
333,30/11/2009,4.057,,,,
334,01/12/2009,5.308,,,,
335,02/12/2009,5.308,,,,
336,03/12/2009,5.308,,,,
337,04/12/2009,5.308,,,,
338,05/12/2009,5.308,,,,
339,06/12/2009,5.308,,,,
340,07/12/2009,5.308,,,,
341,08/12/2009,5.308,,,,
342,09/12/2009,5.308,,,,
343,10/12/2009,5.308,,,,
344,11/12/2009,5.308,,,,
345,12/12/2009,5.308,,,,
346,13/12/2009,5.308,,,,
347,14/12/2009,5.308,,,,
348,15/12/2009,5.308,,,,
349,16/12/2009,5.308,-77.55,,,
350,17/12/2009,5.308,-77.56,,,
351,18/12/2009,5.308,,,,
352,19/12/2009,5.308,,,,
353,20/12/2009,5.308,-77.57,,,
354,21/12/2009,5.308,-77.58,,,
355,22/12/2009,5.308,-77.59,,,
356,23/12/2009,5.308,-77.6,,,
357,24/12/2009,5.308,-77.61,,,
358,25/12/2009,5.308,-77.62,,,
359,26/12/2009,5.308,-77.63,,,
360,27/12/2009,5.308,-77.64,,,
361,28/12/2009,5.308,-77.65,,,
362,29/12/2009,5.308,-77.66,,,
363,30/12/2009,5.308,-77.67,,,
364,31/12/2009,5.308,-77.68,,,
365,01/01/2010,3.273,-77.69,,,
366,02/01/2010,3.273,-77.7,,,
367,03/01/2010,3.273,-77.71,,,
368,04/01/2010,3.273,-77.72,,,
369,05/01/2010,3.273,-77.73,,,
370,06/01/2010,3.273,-77.74,,,
371,07/01/2010,3.273,-77.75,,,
372,08/01/2010,3.273,-77.76,,,
373,09/01/2010,3.273,-77.77,,,
374,10/01/2010,3.273,-77.78,,,
375,11/01/2010,3.273,-77.79,,,
376,12/01/2010,3.273,-77.8,,,
377,13/01/2010,3.273,-77.81,,,
378,14/01/2010,3.273,-77.82,,,
379,15/01/2010,3.273,-77.83,,,
380,16/01/2010,3.273,-77.84,,,
381,17/01/2010,3.273,-77.85,,,
382,18/01/2010,3.273,-77.86,,,
383,19/01/2010,3.273,-77.87,,,
384,20/01/2010,3.273,-77.88,,,
385,21/01/2010,3.273,-77.89,,,
386,22/01/2010,3.273,-77.9,,,
387,23/01/2010,3.273,-77.91,,,
388,24/01/2010,3.273,-77.92,,,
389,25/01/2010,3.273,-77.93,,,
390,26/01/2010,3.273,-77.94,,,
391,27/01/2010,3.273,-77.95,,,
392,28/01/2010,3.273,-77.96,,,
393,29/01/2010,3.273,-77.97,,,
394,30/01/2010,3.273,-77.98,,,
395,31/01/2010,3.273,-77.99,,,
396,01/02/2010,3.739,-78.0,,,
397,02/02/2010,3.739,-78.01,,,
398,03/02/2010,3.739,-78.02,,,
399,04/02/2010,3.739,-78.05,,,
400,05/02/2010,3.739,-78.06,,,
401,06/02/2010,3.739,-78.07,,,
402,07/02/2010,3.739,-78.08,,,
403,08/02/2010,3.739,,,,
404,09/02/2010,3.739,,,,
405,10/02/2010,3.739,-78.09,,,
406,11/02/2010,3.739,-78.1,,,
407,12/02/2010,3.739,-78.11,,,
408,13/02/2010,3.739,-78.12,,,
409,14/02/2010,3.739,-78.13,,,
410,15/02/2010,3.739,-78.14,,,
411,16/02/2010,3.739,-78.15,,,
412,17/02/2010,3.739,-78.16,,,
413,18/02/2010,3.739,-78.17,,,
414,19/02/2010,3.739,-78.18,,,
415,20/02/2010,3.739,-78.19,,,
416,21/02/2010,3.739,-78.2,,,
417,22/02/2010,3.739,-78.21,,,
418,23/02/2010,3.739,-78.22,,,
419,24/02/2010,3.739,-78.23,,,
420,25/02/2010,3.739,-78.24,,,
421,26/02/2010,3.739,-78.25,,,
422,27/02/2010,3.739,-78.26,,,
423,28/02/2010,3.739,-78.27,,,
424,01/03/2010,2.508,-78.28,,,
425,02/03/2010,2.508,-78.29,,,
426,03/03/2010,2.508,-78.3,,,
427,04/03/2010,2.508,-78.31,,,
428,05/03/2010,2.508,-78.32,,,
429,06/03/2010,2.508,-78.33,,,
430,07/03/2010,2.508,-78.34,,,
431,08/03/2010,2.508,-78.35,,,
432,09/03/2010,2.508,-78.36,,,
433,10/03/2010,2.508,-78.37,,,
434,11/03/2010,2.508,-78.38,,,
435,12/03/2010,2.508,-78.39,,,
436,13/03/2010,2.508,-78.4,,,
437,14/03/2010,2.508,-78.41,,,
438,15/03/2010,2.508,-78.42,,,
439,16/03/2010,2.508,-78.43,,,
440,17/03/2010,2.508,-78.44,,,
441,18/03/2010,2.508,-78.45,,,
442,19/03/2010,2.508,-78.46,,,
443,20/03/2010,2.508,-78.47,,,
444,21/03/2010,2.508,-78.48,,,
445,22/03/2010,2.508,-78.49,,,
446,23/03/2010,2.508,-78.5,,,
447,24/03/2010,2.508,-78.51,,,
448,25/03/2010,2.508,-78.52,,,
449,26/03/2010,2.508,-78.55,,,
450,27/03/2010,2.508,-78.56,,,
451,28/03/2010,2.508,-78.57,,,
452,29/03/2010,2.508,-78.58,,,
453,30/03/2010,2.508,-78.59,,,
454,31/03/2010,2.508,-78.6,,,
455,01/04/2010,3.165,-79.11,,,
456,02/04/2010,3.165,-79.12,,,
457,03/04/2010,3.165,-78.61,,,
458,04/04/2010,3.165,-78.62,,,
459,05/04/2010,3.165,-78.63,,,
460,06/04/2010,3.165,-78.64,,,
461,07/04/2010,3.165,-78.65,,,
462,08/04/2010,3.165,-78.66,,,
463,09/04/2010,3.165,-78.67,,,
464,10/04/2010,3.165,-78.68,,,
465,11/04/2010,3.165,-78.69,,,
466,12/04/2010,3.165,-78.7,,,
467,13/04/2010,3.165,-78.71,,,
468,14/04/2010,3.165,-78.72,,,
469,15/04/2010,3.165,-78.73,,,
470,16/04/2010,3.165,-79.24,,,
471,17/04/2010,3.165,-78.75,,,
472,18/04/2010,3.165,-78.76,,,
473,19/04/2010,3.165,-78.77,,,
474,20/04/2010,3.165,-78.78,,,
475,21/04/2010,3.165,-78.79,,,
476,22/04/2010,3.165,-78.8,,,
477,23/04/2010,3.165,-78.81,,,
478,24/04/2010,3.165,-78.82,,,
479,25/04/2010,3.165,-78.83,,,
480,26/04/2010,3.165,-78.84,,,
481,27/04/2010,3.165,-78.85,,,
482,28/04/2010,3.165,-78.86,,,
483,29/04/2010,3.165,-78.87,,,
484,30/04/2010,3.165,-78.88,,,
485,01/05/2010,4.1,-78.89,,,
486,02/05/2010,4.1,-78.9,,,
487,03/05/2010,4.1,-78.91,,,
488,04/05/2010,4.1,-78.92,,,
489,05/05/2010,4.1,-78.93,,,
490,06/05/2010,4.1,-78.94,,,
491,07/05/2010,4.1,-78.95,,,
492,08/05/2010,4.1,-78.96,,,
493,09/05/2010,4.1,-78.97,,,
494,10/05/2010,4.1,-78.98,,,
495,11/05/2010,4.1,-78.99,,,
496,12/05/2010,4.1,-79.0,,,
497,13/05/2010,4.1,-79.01,,,
498,14/05/2010,4.1,-79.02,,,
499,15/05/2010,4.1,,,,
500,16/05/2010,4.1,,,,
501,17/05/2010,4.1,,,,
502,18/05/2010,4.1,,,,
503,19/05/2010,4.1,,,,
504,20/05/2010,4.1,,,,
505,21/05/2010,4.1,,,,
506,22/05/2010,4.1,,,,
507,23/05/2010,4.1,,,,
508,24/05/2010,4.1,,,,
509,25/05/2010,4.1,,,,
510,26/05/2010,4.1,,,,
511,27/05/2010,4.1,,,,
512,28/05/2010,4.1,,,,
513,29/05/2010,4.1,,,,
514,30/05/2010,4.1,,,,
515,31/05/2010,4.1,,,,
516,01/06/2010,1.597,,,,
517,02/06/2010,1.597,,,,
518,03/06/2010,1.597,,,,
519,04/06/2010,1.597,,,,
520,05/06/2010,1.597,,,,
521,06/06/2010,1.597,,,,
522,07/06/2010,1.597,,,,
523,08/06/2010,1.597,,,,
524,09/06/2010,1.597,,,,
525,10/06/2010,1.597,,,,
526,11/06/2010,1.597,,,,
527,12/06/2010,1.597,,,,
528,13/06/2010,1.597,,,,
529,14/06/2010,1.597,,,,
530,15/06/2010,1.597,,,,
531,16/06/2010,1.597,,,,
532,17/06/2010,1.597,,,,
533,18/06/2010,1.597,,,,
534,19/06/2010,1.597,,,,
535,20/06/2010,1.597,,,,
536,21/06/2010,1.597,,,,
537,22/06/2010,1.597,,,,
538,23/06/2010,1.597,,,,
539,24/06/2010,1.597,,,,
540,25/06/2010,1.597,,,,
541,26/06/2010,1.597,,,,
542,27/06/2010,1.597,,,,
543,28/06/2010,1.597,,,,
544,29/06/2010,1.597,,,,
545,30/06/2010,1.597,,,,
546,01/07/2010,1.477,,,,
547,02/07/2010,1.477,,,,
548,03/07/2010,1.477,,,,
549,04/07/2010,1.477,,,,
550,05/07/2010,1.477,,,,
551,06/07/2010,1.477,,,,
552,07/07/2010,1.477,,,,
553,08/07/2010,1.477,,,,
554,09/07/2010,1.477,,,,
555,10/07/2010,1.477,,,,
556,11/07/2010,1.477,,,,
557,12/07/2010,1.477,,,,
558,13/07/2010,1.477,,,,
559,14/07/2010,1.477,,,,
560,15/07/2010,1.477,,,,
561,16/07/2010,1.477,,,,
562,17/07/2010,1.477,,,,
563,18/07/2010,1.477,,,,
564,19/07/2010,1.477,,,,
565,20/07/2010,1.477,,,,
566,21/07/2010,1.477,,,,
567,22/07/2010,1.477,,,,
568,23/07/2010,1.477,,,,
569,24/07/2010,1.477,,,,
570,25/07/2010,1.477,,,,
571,26/07/2010,1.477,,,,
572,27/07/2010,1.477,,,,
573,28/07/2010,1.477,,,,
574,29/07/2010,1.477,,,,
575,30/07/2010,1.477,,,,
576,31/07/2010,1.477,,,,
577,01/08/2010,0.758,,,,
578,02/08/2010,0.758,,,,
579,03/08/2010,0.758,,,,
580,04/08/2010,0.758,,,,
581,05/08/2010,0.758,,,,
582,06/08/2010,0.758,,,,
583,07/08/2010,0.758,,,,
584,08/08/2010,0.758,,,,
585,09/08/2010,0.758,,,,
586,10/08/2010,0.758,,,,
587,11/08/2010,0.758,,,,
588,12/08/2010,0.758,,,,
589,13/08/2010,0.758,,,,
590,14/08/2010,0.758,,,,
591,15/08/2010,0.758,,,,
592,16/08/2010,0.758,,,,
593,17/08/2010,0.758,,,,
594,18/08/2010,0.758,,,,
595,19/08/2010,0.758,,,,
596,20/08/2010,0.758,,,,
597,21/08/2010,0.758,,,,
598,22/08/2010,0.758,,,,
599,23/08/2010,0.758,-79.55,,,
600,24/08/2010,0.758,-79.56,,,
601,25/08/2010,0.758,-79.57,,,
602,26/08/2010,0.758,-79.58,,,
603,27/08/2010,0.758,-79.59,,,
604,28/08/2010,0.758,-79.6,,,
605,29/08/2010,0.758,-79.61,,,
606,30/08/2010,0.758,-79.62,,,
607,31/08/2010,0.758,-79.63,,,
608,01/09/2010,1.41,-79.64,,,
609,02/09/2010,1.41,,,,
610,03/09/2010,1.41,,,,
611,04/09/2010,1.41,-79.65,,,
612,05/09/2010,1.41,-79.66,,,
613,06/09/2010,1.41,-79.67,,,
614,07/09/2010,1.41,-79.68,,,
615,08/09/2010,1.41,-79.69,,,
616,09/09/2010,1.41,-79.7,,,
617,10/09/2010,1.41,-79.71,,,
618,11/09/2010,1.41,-79.72,,,
619,12/09/2010,1.41,-79.73,,,
620,13/09/2010,1.41,-79.74,,,
621,14/09/2010,1.41,-79.75,,,
622,15/09/2010,1.41,-79.76,,,
623,16/09/2010,1.41,-79.77,,,
624,17/09/2010,1.41,-79.78,,,
625,18/09/2010,1.41,-79.79,,,
626,19/09/2010,1.41,-79.8,,,
627,20/09/2010,1.41,-79.81,,,
628,21/09/2010,1.41,-79.82,,,
629,22/09/2010,1.41,-79.83,,,
630,23/09/2010,1.41,-79.84,,,
631,24/09/2010,1.41,-79.85,,,
632,25/09/2010,1.41,-79.86,,,
633,26/09/2010,1.41,-79.87,,,
634,27/09/2010,1.41,-79.88,,,
635,28/09/2010,1.41,-79.89,,,
636,29/09/2010,1.41,-79.9,,,
637,30/09/2010,1.41,-79.91,,,
638,01/10/2010,3.028,-79.92,,,
639,02/10/2010,3.028,-79.93,,,
640,03/10/2010,3.028,-79.94,,,
641,04/10/2010,3.028,-79.95,,,
642,05/10/2010,3.028,-79.96,,,
643,06/10/2010,3.028,-79.97,,,
644,07/10/2010,3.028,-79.98,,,
645,08/10/2010,3.028,-79.99,,,
646,09/10/2010,3.028,-80.0,,,
647,10/10/2010,3.028,-80.01,,,
648,11/10/2010,3.028,-80.02,,,
649,12/10/2010,3.028,-80.05,,,
650,13/10/2010,3.028,-80.06,,,
651,14/10/2010,3.028,-80.07,,,
652,15/10/2010,3.028,-80.08,,,
653,16/10/2010,3.028,-80.09,,,
654,17/10/2010,3.028,-80.1,,,
655,18/10/2010,3.028,-80.11,,,
656,19/10/2010,3.028,-80.12,,,
657,20/10/2010,3.028,-80.13,,,
658,21/10/2010,3.028,-80.14,,,
659,22/10/2010,3.028,-80.15,,,
660,23/10/2010,3.028,-80.16,,,
661,24/10/2010,3.028,,,,
662,25/10/2010,3.028,,,,
663,26/10/2010,3.028,-80.17,,,
664,27/10/2010,3.028,-80.18,,,
665,28/10/2010,3.028,-80.19,,,
666,29/10/2010,3.028,-80.2,,,
667,30/10/2010,3.028,-80.21,,,
668,31/10/2010,3.028,-80.22,,,
669,01/11/2010,7.96,-80.23,,,
670,02/11/2010,7.96,-80.24,,,
671,03/11/2010,7.96,-80.25,,,
672,04/11/2010,7.96,-80.26,,,
673,05/11/2010,7.96,-80.27,,,
674,06/11/2010,7.96,-80.28,,,
675,07/11/2010,7.96,-80.29,,,
676,08/11/2010,7.96,-80.3,,,
677,09/11/2010,7.96,-80.31,,,
678,10/11/2010,7.96,-80.32,,,
679,11/11/2010,7.96,-80.33,,,
680,12/11/2010,7.96,-80.34,,,
681,13/11/2010,7.96,-80.35,,,
682,14/11/2010,7.96,-80.36,,,
683,15/11/2010,7.96,-80.37,,,
684,16/11/2010,7.96,-80.38,,,
685,17/11/2010,7.96,-80.39,,,
686,18/11/2010,7.96,-80.4,,,
687,19/11/2010,7.96,-80.41,,,
688,20/11/2010,7.96,-80.42,,,
689,21/11/2010,7.96,-80.43,,,
690,22/11/2010,7.96,-80.44,,,
691,23/11/2010,7.96,-80.45,,,
692,24/11/2010,7.96,-80.46,,,
693,25/11/2010,7.96,-80.47,,,
694,26/11/2010,7.96,-80.48,,,
695,27/11/2010,7.96,-80.49,,,
696,28/11/2010,7.96,-80.5,,,
697,29/11/2010,7.96,-80.51,,,
698,30/11/2010,7.96,-80.52,,,
699,01/12/2010,3.533,-80.55,,,
700,02/12/2010,3.533,-80.56,,,
701,03/12/2010,3.533,-80.57,,,
702,04/12/2010,3.533,-80.58,,,
703,05/12/2010,3.533,-80.59,,,
704,06/12/2010,3.533,-80.6,,,
705,07/12/2010,3.533,-80.61,,,
706,08/12/2010,3.533,-80.62,,,
707,09/12/2010,3.533,-80.63,,,
708,10/12/2010,3.533,-80.64,,,
